41983,76003,0048300022,"APR 22, 1984",LAL @ KCK,W,0,11,22,0.5,0,,,1,2,0.5,,,,,,,,,23,,0
41983,76003,0048300015,"APR 20, 1984",LAL vs. KCK,W,0,9,17,0.529,0,,,8,11,0.727,,,11,,,,,,26,,0
41983,76003,0048300008,"APR 18, 1984",LAL vs. KCK,W,0,9,14,0.643,0,,,1,1,1.0,,,7,,,,,,19,,0
41984,76003,0048400406,"JUN 09, 1985",LAL @ BOS,W,35,13,21,0.619,0,0,,3,4,0.75,4,3,7,4,1,0,2,6,29,,0
41984,76003,0048400405,"JUN 07, 1985",LAL vs. BOS,W,42,16,28,0.571,0,0,,4,5,0.8,2,5,7,7,1,3,4,4,36,,0
41984,76003,0048400404,"JUN 05, 1985",LAL vs. BOS,L,37,7,12,0.583,0,0,,7,9,0.778,2,4,6,4,1,0,3,5,21,,0
41984,76003,0048400403,"JUN 02, 1985",LAL vs. BOS,W,35,10,13,0.769,0,0,,6,8,0.75,4,10,14,7,2,2,3,5,26,,0
41984,76003,0048400402,"MAY 30, 1985",LAL @ BOS,W,42,15,26,0.577,0,0,,0,0,,4,13,17,8,1,3,3,4,30,,0
41984,76003,0048400401,"MAY 27, 1985",LAL @ BOS,L,22,6,11,0.545,0,0,,0,0,,1,2,3,1,0,1,2,3,12,,0
41984,76003,0048400315,"MAY 22, 1985",LAL vs. DEN,W,24,6,10,0.6,0,0,,3,3,1.0,2,4,6,5,1,2,2,2,15,,0
41984,76003,0048400314,"MAY 19, 1985",LAL @ DEN,W,42,13,26,0.5,0,0,,3,3,1.0,4,8,12,8,0,4,3,3,29,,0
41984,76003,0048400313,"MAY 17, 1985",LAL @ DEN,W,35,11,19,0.579,0,0,,5,5,1.0,0,5,5,4,1,1,4,4,27,,0
41984,76003,0048400312,"MAY 14, 1985",LAL vs. DEN,L,33,4,16,0.25,0,0,0.0,5,7,0.714,1,7,8,4,1,1,6,4,13,,0
41984,76003,0048400311,"MAY 11, 1985",LAL vs. DEN,W,26,8,13,0.615,0,0,,0,0,0.0,3,4,7,2,0,1,2,2,16,,0
41984,76003,0048400225,"MAY 07, 1985",LAL vs. POR,W,36,10,16,0.625,0,0,,5,5,1.0,0,4,4,3,1,5,2,5,25,,0
41984,76003,0048400224,"MAY 05, 1985",LAL @ POR,L,38,6,16,0.375,0,0,,9,12,0.75,9,8,17,1,6,4,5,4,21,,0
41984,76003,0048400223,"MAY 03, 1985",LAL @ POR,W,30,8,17,0.471,0,0,,10,12,0.833,4,5,9,2,1,3,4,4,26,,0
41984,76003,0048400222,"APR 30, 1985",LAL vs. POR,W,34,5,11,0.455,0,0,,7,11,0.636,2,5,7,6,3,1,3,1,17,,0
41984,76003,0048400221,"APR 27, 1985",LAL vs. POR,W,27,7,12,0.583,0,0,,2,6,0.333,2,9,11,6,1,1,1,2,16,,0
41984,76003,0048400143,"APR 23, 1985",LAL @ PHX,W,30,6,11,0.545,0,0,,6,6,1.0,2,3,5,3,0,1,1,4,18,,0
41984,76003,0048400142,"APR 20, 1985",LAL vs. PHX,W,21,10,12,0.833,0,0,,4,5,0.8,4,1,5,0,0,2,2,4,24,,0
41984,76003,0048400141,"APR 18, 1985",LAL vs. PHX,W,21,7,10,0.7,0,0,,1,2,0.5,0,4,4,1,2,1,0,1,15,,0
41985,76003,0048500315,"MAY 21, 1986",LAL vs. HOU,L,37,11,19,0.579,0,0,,4,5,0.8,6,7,13,3,1,1,7,4,26,,0
41985,76003,0048500314,"MAY 18, 1986",LAL @ HOU,L,36,10,21,0.476,0,0,,4,4,1.0,1,6,7,3,0,2,3,5,24,,0
